Output for logistic map f(x)=ax(1-x) with a=3.01 and x0=0.1
Supressing the first 1000 iterations


iteration	value
1000		0.632849
1001		0.699377
1002		0.632849
1003		0.699377
1004		0.632849
1005		0.699377
1006		0.632849
1007		0.699377
1008		0.632849
1009		0.699377
1010		0.632849
1011		0.699377
1012		0.632849
1013		0.699377
1014		0.632849
1015		0.699377
1016		0.632849
1017		0.699377
1018		0.632849
1019		0.699377
1020		0.632849
