Output for logistic map f(x)=ax(1-x) with a=3.56996 and x0=0.4


iteration	value
202		0.548435
203		0.884115
204		0.365763
205		0.828161
206		0.508043
207		0.892259
208		0.343191
209		0.804708
210		0.561031
211		0.879193
212		0.379176
213		0.840374
214		0.478894
215		0.890900
216		0.346991
217		0.808911
218		0.551823
219		0.882902
220		0.369083
221		0.831303
222		0.500644
223		0.892488
224		0.342548
225		0.803987
226		0.562598
227		0.878501
228		0.381047
229		0.841975
230		0.474994
231		0.890257
232		0.348782
233		0.810856
234		0.547520
235		0.884428
236		0.364903
237		0.827333
238		0.509979
239		0.892134
240		0.343540
241		0.805098
242		0.560181
243		0.879560
244		0.378181
245		0.839512
246		0.480987
247		0.891199
248		0.346154
249		0.807994
250		0.553842
251		0.882141
252		0.371163
253		0.833232
254		0.496068
255		0.892435
256		0.342699
257		0.804156
258		0.562230
259		0.878665
260		0.380604
261		0.841599
262		0.475912
263		0.890418
264		0.348333
265		0.810371
266		0.548595
267		0.884059
268		0.365915
269		0.828306
270		0.507701
271		0.892278
272		0.343137
273		0.804648
274		0.561161
275		0.879136
276		0.379330
277		0.840507
278		0.478571
279		0.890850
280		0.347129
281		0.809061
282		0.551492
283		0.883024
284		0.368750
285		0.830991
286		0.501382
287		0.892483
288		0.342563
289		0.804003
290		0.562561
291		0.878517
292		0.381003
293		0.841938
294		0.475085
295		0.890274
296		0.348737
297		0.810807
298		0.547628
299		0.884391
300		0.365004
301		0.827431
302		0.509750
303		0.892150
304		0.343495
305		0.805047
306		0.560291
307		0.879513
308		0.378308
309		0.839623
310		0.480718
311		0.891162
312		0.346257
313		0.808107
314		0.553593
315		0.882236
316		0.370903
317		0.832993
318		0.496638
319		0.892449
320		0.342657
321		0.804109
322		0.562332
323		0.878620
324		0.380726
325		0.841703
326		0.475659
327		0.890375
328		0.348456
329		0.810503
330		0.548302
331		0.884161
332		0.365637
333		0.828040
334		0.508325
335		0.892242
336		0.343237
337		0.804759
338		0.560918
339		0.879242
340		0.379043
341		0.840259
342		0.479173
343		0.890941
344		0.346875
345		0.808784
346		0.552103
347		0.882798
348		0.369367
349		0.831569
350		0.500016
351		0.892490
352		0.342544
353		0.803982
354		0.562608
355		0.878496
356		0.381059
357		0.841986
358		0.474968
359		0.890253
360		0.348795
361		0.810870
362		0.547489
363		0.884439
364		0.364875
365		0.827306
366		0.510042
367		0.892130
368		0.343552
369		0.805112
370		0.560150
371		0.879573
372		0.378145
373		0.839480
374		0.481063
375		0.891210
376		0.346126
377		0.807963
378		0.553911
379		0.882114
380		0.371236
381		0.833299
382		0.495909
383		0.892430
384		0.342711
385		0.804170
386		0.562199
387		0.878678
388		0.380567
389		0.841567
390		0.475990
391		0.890432
392		0.348296
393		0.810331
394		0.548685
395		0.884028
396		0.366000
397		0.828388
398		0.507510
399		0.892288
400		0.343108
401		0.804615
402		0.561232
403		0.879105
404		0.379414
405		0.840579
406		0.478395
407		0.890823
408		0.347204
409		0.809143
410		0.551311
411		0.883091
412		0.368568
413		0.830821
414		0.501785
415		0.892478
416		0.342576
417		0.804018
418		0.562530
419		0.878531
420		0.380965
421		0.841906
422		0.475163
423		0.890288
424		0.348698
425		0.810765
426		0.547721
427		0.884360
428		0.365090
429		0.827514
430		0.509556
431		0.892164
432		0.343457
433		0.805005
434		0.560382
435		0.879474
436		0.378415
437		0.839715
438		0.480493
439		0.891131
440		0.346344
441		0.808203
442		0.553383
443		0.882316
444		0.370684
445		0.832791
446		0.497117
447		0.892460
448		0.342627
449		0.804075
450		0.562405
451		0.878587
452		0.380814
453		0.841778
454		0.475476
455		0.890343
456		0.348544
457		0.810599
458		0.548089
459		0.884234
460		0.365436
461		0.827847
462		0.508777
463		0.892215
464		0.343314
465		0.804846
466		0.560730
467		0.879323
468		0.378822
469		0.840068
470		0.479638
471		0.891010
472		0.346684
473		0.808575
474		0.552563
475		0.882626
476		0.369837
477		0.832006
478		0.498980
479		0.892486
480		0.342554
481		0.803994
482		0.562582
483		0.878508
484		0.381028
485		0.841960
486		0.475032
487		0.890264
488		0.348763
489		0.810835
490		0.547565
491		0.884413
492		0.364945
493		0.827374
494		0.509883
495		0.892141
496		0.343521
497		0.805077
498		0.560228
499		0.879540
500		0.378234
501		0.839558
502		0.480874
503		0.891184
504		0.346198
505		0.808042
506		0.553737
507		0.882181
508		0.371054
509		0.833132
510		0.496307
511		0.892441
512		0.342680
513		0.804135
514		0.562275
515		0.878645
516		0.380658
517		0.841644
518		0.475801
519		0.890399
520		0.348387
521		0.810429
522		0.548467
523		0.884104
524		0.365794
525		0.828190
526		0.507974
527		0.892263
528		0.343180
529		0.804695
530		0.561057
531		0.879181
532		0.379207
533		0.840401
534		0.478829
535		0.890890
536		0.347019
537		0.808941
538		0.551756
539		0.882927
540		0.369016
541		0.831240
542		0.500793
543		0.892488
544		0.342550
545		0.803989
546		0.562592
547		0.878503
548		0.381040
549		0.841970
550		0.475007
551		0.890260
552		0.348775
553		0.810849
554		0.547535
555		0.884423
556		0.364917
557		0.827347
558		0.509946
559		0.892137
560		0.343533
561		0.805090
562		0.560197
563		0.879553
564		0.378199
565		0.839528
566		0.480948
567		0.891194
568		0.346169
569		0.808011
570		0.553806
571		0.882154
572		0.371126
573		0.833198
574		0.496150
575		0.892437
576		0.342692
577		0.804148
578		0.562246
579		0.878658
580		0.380623
581		0.841615
582		0.475873
583		0.890412
584		0.348352
585		0.810391
586		0.548550
587		0.884075
588		0.365873
589		0.828266
590		0.507797
591		0.892273
592		0.343152
593		0.804664
594		0.561125
595		0.879151
596		0.379288
597		0.840470
598		0.478660
599		0.890864
600		0.347090
601		0.809019
602		0.551584
603		0.882991
604		0.368842
605		0.831078
606		0.501178
607		0.892485
608		0.342558
609		0.803998
610		0.562574
611		0.878512
612		0.381018
613		0.841951
614		0.475053
615		0.890268
616		0.348752
617		0.810824
618		0.547590
619		0.884404
620		0.364969
621		0.827397
622		0.509830
623		0.892145
624		0.343510
625		0.805065
626		0.560253
627		0.879529
628		0.378264
629		0.839584
630		0.480811
631		0.891175
632		0.346221
633		0.808068
634		0.553680
635		0.882203
636		0.370994
637		0.833076
638		0.496439
639		0.892444
640		0.342671
641		0.804124
642		0.562298
643		0.878634
644		0.380686
645		0.841668
646		0.475742
647		0.890389
648		0.348415
649		0.810459
650		0.548400
651		0.884127
652		0.365729
653		0.828128
654		0.508118
655		0.892254
656		0.343203
657		0.804721
658		0.561001
659		0.879206
660		0.379141
661		0.840343
662		0.478968
663		0.890911
664		0.346960
665		0.808877
666		0.551897
667		0.882875
668		0.369159
669		0.831374
670		0.500477
671		0.892489
672		0.342546
673		0.803984
674		0.562602
675		0.878499
676		0.381052
677		0.841980
678		0.474982
679		0.890255
680		0.348788
681		0.810862
682		0.547506
683		0.884433
684		0.364890
685		0.827321
686		0.510007
687		0.892132
688		0.343545
689		0.805104
690		0.560167
691		0.879566
692		0.378164
693		0.839498
694		0.481021
695		0.891204
696		0.346141
697		0.807980
698		0.553873
699		0.882129
700		0.371196
701		0.833262
702		0.495996
703		0.892433
704		0.342704
705		0.804162
706		0.562217
707		0.878671
708		0.380588
709		0.841585
710		0.475947
711		0.890424
712		0.348317
713		0.810353
714		0.548635
715		0.884045
716		0.365953
717		0.828343
718		0.507616
719		0.892283
720		0.343124
721		0.804633
722		0.561193
723		0.879122
724		0.379368
725		0.840540
726		0.478492
727		0.890838
728		0.347162
729		0.809098
730		0.551411
731		0.883054
732		0.368668
733		0.830915
734		0.501563
735		0.892481
736		0.342568
737		0.804009
738		0.562548
739		0.878523
740		0.380987
741		0.841924
742		0.475118
743		0.890279
744		0.348720
745		0.810789
746		0.547667
747		0.884378
748		0.365040
749		0.827466
750		0.509669
751		0.892156
752		0.343479
753		0.805030
754		0.560329
755		0.879496
756		0.378353
757		0.839662
758		0.480623
759		0.891149
760		0.346294
761		0.808147
762		0.553505
763		0.882270
764		0.370811
765		0.832908
766		0.496839
767		0.892454
768		0.342644
769		0.804094
770		0.562364
771		0.878605
772		0.380765
773		0.841735
774		0.475579
775		0.890361
776		0.348494
777		0.810545
778		0.548209
779		0.884193
780		0.365549
781		0.827956
782		0.508523
783		0.892230
784		0.343270
785		0.804797
786		0.560837
787		0.879277
788		0.378948
789		0.840177
790		0.479373
791		0.890971
792		0.346792
793		0.808693
794		0.552302
795		0.882724
796		0.369571
797		0.831758
798		0.499567
799		0.892489
800		0.342546
801		0.803984
802		0.562603
803		0.878499
804		0.381053
805		0.841981
806		0.474980
807		0.890255
808		0.348789
809		0.810863
810		0.547503
811		0.884434
812		0.364887
813		0.827319
814		0.510014
815		0.892132
816		0.343547
817		0.805106
818		0.560164
819		0.879567
820		0.378161
821		0.839494
822		0.481029
823		0.891205
824		0.346139
825		0.807977
826		0.553880
827		0.882126
828		0.371203
829		0.833269
830		0.495981
831		0.892432
832		0.342706
833		0.804163
834		0.562213
835		0.878672
836		0.380584
837		0.841582
838		0.475954
839		0.890426
840		0.348313
841		0.810349
842		0.548644
843		0.884042
844		0.365962
845		0.828351
846		0.507597
847		0.892284
848		0.343121
849		0.804630
850		0.561200
851		0.879119
852		0.379376
853		0.840547
854		0.478475
855		0.890836
856		0.347170
857		0.809106
858		0.551393
859		0.883061
860		0.368650
861		0.830898
862		0.501602
863		0.892481
864		0.342570
865		0.804011
866		0.562545
867		0.878524
868		0.380983
869		0.841921
870		0.475125
871		0.890281
872		0.348717
873		0.810785
874		0.547676
875		0.884375
876		0.365049
877		0.827474
878		0.509650
879		0.892157
880		0.343475
881		0.805026
882		0.560338
883		0.879493
884		0.378364
885		0.839671
886		0.480601
887		0.891146
888		0.346302
889		0.808157
890		0.553485
891		0.882277
892		0.370790
893		0.832889
894		0.496885
895		0.892455
896		0.342641
897		0.804091
898		0.562371
899		0.878602
900		0.380773
901		0.841743
902		0.475561
903		0.890358
904		0.348503
905		0.810554
906		0.548188
907		0.884200
908		0.365530
909		0.827937
910		0.508567
911		0.892228
912		0.343278
913		0.804805
914		0.560818
915		0.879285
916		0.378926
917		0.840158
918		0.479419
919		0.890978
920		0.346774
921		0.808673
922		0.552347
923		0.882707
924		0.369617
925		0.831801
926		0.499466
927		0.892489
928		0.342547
929		0.803985
930		0.562601
931		0.878500
932		0.381050
933		0.841978
934		0.474986
935		0.890256
936		0.348786
937		0.810860
938		0.547510
939		0.884432
940		0.364894
941		0.827325
942		0.509999
943		0.892133
944		0.343544
945		0.805102
946		0.560172
947		0.879564
948		0.378169
949		0.839502
950		0.481011
951		0.891202
952		0.346145
953		0.807984
954		0.553863
955		0.882132
956		0.371186
957		0.833253
958		0.496018
959		0.892433
960		0.342703
961		0.804160
962		0.562221
963		0.878669
964		0.380593
965		0.841589
966		0.475936
967		0.890422
968		0.348322
969		0.810358
970		0.548623
971		0.884050
972		0.365942
973		0.828332
974		0.507642
975		0.892281
976		0.343128
977		0.804637
978		0.561183
979		0.879126
980		0.379357
981		0.840530
982		0.478516
983		0.890842
984		0.347152
985		0.809086
986		0.551436
987		0.883045
988		0.368693
989		0.830938
990		0.501507
991		0.892482
992		0.342567
993		0.804007
994		0.562552
995		0.878521
996		0.380992
997		0.841929
998		0.475107
999		0.890278
1000		0.348726
1001		0.810795
1002		0.547655
1003		0.884383
1004		0.365029
1005		0.827455
1006		0.509695
1007		0.892154
1008		0.343484
1009		0.805035
1010		0.560317
1011		0.879502
1012		0.378339
1013		0.839649
1014		0.480654
1015		0.891154
1016		0.346282
1017		0.808134
1018		0.553533
1019		0.882259
1020		0.370841
1021		0.832935
1022		0.496774
1023		0.892453
1024		0.342648
1025		0.804099
1026		0.562354
1027		0.878610
1028		0.380753
1029		0.841725
1030		0.475604
1031		0.890365
1032		0.348482
1033		0.810532
1034		0.548239
1035		0.884183
1036		0.365577
1037		0.827982
1038		0.508461
1039		0.892234
1040		0.343260
1041		0.804785
1042		0.560863
1043		0.879266
1044		0.378978
1045		0.840203
1046		0.479310
1047		0.890961
1048		0.346818
1049		0.808722
1050		0.552239
1051		0.882747
1052		0.369506
1053		0.831698
1054		0.499709
1055		0.892489
1056		0.342545
1057		0.803983
1058		0.562606
1059		0.878497
1060		0.381056
1061		0.841983
1062		0.474973
1063		0.890254
1064		0.348792
1065		0.810867
1066		0.547496
1067		0.884437
1068		0.364880
1069		0.827312
1070		0.510029
1071		0.892131
1072		0.343550
1073		0.805109
1074		0.560157
1075		0.879571
1076		0.378152
1077		0.839487
1078		0.481048
1079		0.891207
1080		0.346132
1081		0.807969
1082		0.553897
1083		0.882119
1084		0.371221
1085		0.833286
1086		0.495941
1087		0.892431
1088		0.342709
1089		0.804167
1090		0.562206
1091		0.878676
1092		0.380575
1093		0.841574
1094		0.475974
1095		0.890429
1096		0.348304
1097		0.810339
1098		0.548666
1099		0.884035
1100		0.365983
1101		0.828371
1102		0.507550
1103		0.892286
1104		0.343114
1105		0.804622
1106		0.561218
1107		0.879111
1108		0.379397
1109		0.840564
1110		0.478431
1111		0.890829
1112		0.347188
1113		0.809126
1114		0.551348
1115		0.883077
1116		0.368605
1117		0.830856
1118		0.501702
1119		0.892479
1120		0.342573
1121		0.804014
1122		0.562537
1123		0.878528
1124		0.380973
1125		0.841913
1126		0.475145
1127		0.890284
1128		0.348707
1129		0.810775
1130		0.547700
1131		0.884367
1132		0.365071
1133		0.827496
1134		0.509599
1135		0.892161
1136		0.343465
1137		0.805015
1138		0.560362
1139		0.879482
1140		0.378391
1141		0.839695
1142		0.480543
1143		0.891138
1144		0.346325
1145		0.808181
1146		0.553430
1147		0.882298
1148		0.370733
1149		0.832836
1150		0.497010
1151		0.892458
1152		0.342633
1153		0.804082
1154		0.562389
1155		0.878594
1156		0.380796
1157		0.841762
1158		0.475515
1159		0.890349
1160		0.348526
1161		0.810579
1162		0.548134
1163		0.884218
1164		0.365479
1165		0.827888
1166		0.508681
1167		0.892221
1168		0.343298
1169		0.804827
1170		0.560770
1171		0.879306
1172		0.378870
1173		0.840109
1174		0.479537
1175		0.890995
1176		0.346725
1177		0.808620
1178		0.552465
1179		0.882663
1180		0.369736
1181		0.831912
1182		0.499202
1183		0.892487
1184		0.342550
1185		0.803989
1186		0.562592
1187		0.878503
1188		0.381040
1189		0.841970
1190		0.475007
1191		0.890260
1192		0.348775
1193		0.810849
1194		0.547536
1195		0.884423
1196		0.364918
1197		0.827348
1198		0.509945
1199		0.892137
1200		0.343533
1201		0.805090
1202		0.560198
1203		0.879553
1204		0.378200
1205		0.839528
1206		0.480947
1207		0.891194
1208		0.346170
1209		0.808011
1210		0.553805
1211		0.882155
1212		0.371124
1213		0.833197
1214		0.496153
1215		0.892437
1216		0.342692
1217		0.804148
1218		0.562247
1219		0.878657
1220		0.380624
1221		0.841615
1222		0.475872
1223		0.890411
1224		0.348353
1225		0.810392
1226		0.548549
1227		0.884075
1228		0.365871
1229		0.828264
1230		0.507800
1231		0.892273
1232		0.343152
1233		0.804665
1234		0.561124
1235		0.879152
1236		0.379286
1237		0.840469
1238		0.478663
1239		0.890864
1240		0.347089
1241		0.809018
1242		0.551587
1243		0.882989
1244		0.368845
1245		0.831081
1246		0.501171
1247		0.892485
1248		0.342558
1249		0.803997
1250		0.562574
1251		0.878511
1252		0.381018
1253		0.841951
1254		0.475052
1255		0.890268
1256		0.348753
1257		0.810825
1258		0.547589
1259		0.884405
1260		0.364968
1261		0.827396
1262		0.509833
1263		0.892145
1264		0.343511
1265		0.805065
1266		0.560252
1267		0.879530
1268		0.378263
1269		0.839583
1270		0.480814
1271		0.891176
1272		0.346220
1273		0.808067
1274		0.553682
1275		0.882202
1276		0.370996
1277		0.833079
1278		0.496433
1279		0.892444
1280		0.342671
1281		0.804125
1282		0.562297
1283		0.878635
1284		0.380685
1285		0.841667
1286		0.475745
1287		0.890390
1288		0.348414
1289		0.810458
1290		0.548403
1291		0.884126
1292		0.365732
1293		0.828131
1294		0.508112
1295		0.892255
1296		0.343202
1297		0.804720
1298		0.561003
1299		0.879204
1300		0.379144
1301		0.840346
1302		0.478962
1303		0.890910
1304		0.346963
1305		0.808880
1306		0.551891
1307		0.882877
1308		0.369152
1309		0.831368
1310		0.500492
1311		0.892489
1312		0.342546
1313		0.803985
1314		0.562602
1315		0.878499
1316		0.381052
1317		0.841980
1318		0.474983
1319		0.890256
1320		0.348787
1321		0.810862
1322		0.547507
1323		0.884433
1324		0.364891
1325		0.827322
1326		0.510005
1327		0.892132
1328		0.343545
1329		0.805104
1330		0.560168
1331		0.879566
1332		0.378166
1333		0.839499
1334		0.481019
1335		0.891204
1336		0.346142
1337		0.807981
1338		0.553871
1339		0.882130
1340		0.371194
1341		0.833260
1342		0.496002
1343		0.892433
1344		0.342704
1345		0.804162
1346		0.562218
1347		0.878670
1348		0.380589
1349		0.841586
1350		0.475944
1351		0.890424
1352		0.348318
1353		0.810354
1354		0.548632
1355		0.884046
1356		0.365950
1357		0.828340
1358		0.507622
1359		0.892282
1360		0.343125
1361		0.804634
1362		0.561191
1363		0.879123
1364		0.379365
1365		0.840537
1366		0.478498
1367		0.890839
1368		0.347160
1369		0.809095
1370		0.551417
1371		0.883052
1372		0.368674
1373		0.830921
1374		0.501549
1375		0.892481
1376		0.342568
1377		0.804009
1378		0.562549
1379		0.878523
1380		0.380988
1381		0.841925
1382		0.475115
1383		0.890279
1384		0.348722
1385		0.810791
1386		0.547664
1387		0.884379
1388		0.365037
1389		0.827463
1390		0.509675
1391		0.892156
1392		0.343480
1393		0.805031
1394		0.560326
1395		0.879498
1396		0.378350
1397		0.839659
1398		0.480631
1399		0.891150
1400		0.346291
1401		0.808144
1402		0.553512
1403		0.882267
1404		0.370819
1405		0.832915
1406		0.496823
1407		0.892454
1408		0.342645
1409		0.804095
1410		0.562361
1411		0.878606
1412		0.380762
1413		0.841733
1414		0.475585
1415		0.890362
1416		0.348491
1417		0.810542
1418		0.548217
1419		0.884190
1420		0.365556
1421		0.827962
1422		0.508507
1423		0.892231
1424		0.343268
1425		0.804794
1426		0.560843
1427		0.879274
1428		0.378955
1429		0.840183
1430		0.479357
1431		0.890969
1432		0.346799
1433		0.808701
1434		0.552287
1435		0.882730
1436		0.369555
1437		0.831743
1438		0.499603
1439		0.892489
1440		0.342546
1441		0.803984
1442		0.562604
1443		0.878498
1444		0.381054
1445		0.841982
1446		0.474978
1447		0.890255
1448		0.348790
1449		0.810864
1450		0.547501
1451		0.884435
1452		0.364885
1453		0.827317
1454		0.510018
1455		0.892131
1456		0.343548
1457		0.805107
1458		0.560162
1459		0.879568
1460		0.378158
1461		0.839492
1462		0.481034
1463		0.891206
1464		0.346137
1465		0.807975
1466		0.553885
1467		0.882124
1468		0.371208
1469		0.833274
1470		0.495970
1471		0.892432
1472		0.342706
1473		0.804164
1474		0.562211
1475		0.878673
1476		0.380581
1477		0.841579
1478		0.475960
1479		0.890427
1480		0.348311
1481		0.810346
1482		0.548650
1483		0.884040
1484		0.365968
1485		0.828357
1486		0.507584
1487		0.892284
1488		0.343119
1489		0.804627
1490		0.561205
1491		0.879116
1492		0.379382
1493		0.840552
1494		0.478462
1495		0.890834
1496		0.347175
1497		0.809112
1498		0.551380
1499		0.883065
1500		0.368637
1501		0.830886
1502		0.501631
1503		0.892480
1504		0.342571
1505		0.804012
1506		0.562543
1507		0.878525
1508		0.380980
1509		0.841919
1510		0.475131
1511		0.890282
1512		0.348714
1513		0.810782
1514		0.547683
1515		0.884373
1516		0.365055
1517		0.827480
1518		0.509636
1519		0.892158
1520		0.343472
1521		0.805023
1522		0.560345
1523		0.879490
1524		0.378371
1525		0.839677
1526		0.480585
1527		0.891144
1528		0.346308
1529		0.808163
1530		0.553470
1531		0.882283
1532		0.370774
1533		0.832874
1534		0.496920
1535		0.892456
1536		0.342639
1537		0.804089
1538		0.562376
1539		0.878600
1540		0.380780
1541		0.841748
1542		0.475548
1543		0.890355
1544		0.348509
1545		0.810561
1546		0.548173
1547		0.884205
1548		0.365515
1549		0.827923
1550		0.508599
1551		0.892226
1552		0.343284
1553		0.804811
1554		0.560805
1555		0.879291
1556		0.378910
1557		0.840144
1558		0.479452
1559		0.890982
1560		0.346760
1561		0.808658
1562		0.552380
1563		0.882695
1564		0.369650
1565		0.831832
1566		0.499392
1567		0.892488
1568		0.342548
1569		0.803986
1570		0.562599
1571		0.878501
1572		0.381048
1573		0.841976
1574		0.474991
1575		0.890257
1576		0.348783
1577		0.810857
1578		0.547516
1579		0.884429
1580		0.364900
1581		0.827331
1582		0.509986
1583		0.892134
1584		0.343541
1585		0.805099
1586		0.560178
1587		0.879562
1588		0.378177
1589		0.839508
1590		0.480995
1591		0.891200
1592		0.346151
1593		0.807991
1594		0.553849
1595		0.882138
1596		0.371171
1597		0.833239
1598		0.496051
1599		0.892434
1600		0.342700
1601		0.804157
1602		0.562227
1603		0.878666
1604		0.380600
1605		0.841595
1606		0.475920
1607		0.890420
1608		0.348330
1609		0.810367
1610		0.548605
1611		0.884056
1612		0.365924
1613		0.828315
1614		0.507681
1615		0.892279
1616		0.343134
1617		0.804644
1618		0.561169
1619		0.879132
1620		0.379339
1621		0.840515
1622		0.478552
1623		0.890847
1624		0.347137
1625		0.809070
1626		0.551473
1627		0.883031
1628		0.368730
1629		0.830973
1630		0.501425
1631		0.892482
1632		0.342564
1633		0.804005
1634		0.562558
1635		0.878519
1636		0.380999
1637		0.841935
1638		0.475092
1639		0.890275
1640		0.348733
1641		0.810803
1642		0.547637
1643		0.884388
1644		0.365012
1645		0.827439
1646		0.509732
1647		0.892152
1648		0.343491
1649		0.805043
1650		0.560300
1651		0.879509
1652		0.378319
1653		0.839632
1654		0.480696
1655		0.891159
1656		0.346266
1657		0.808116
1658		0.553573
1659		0.882244
1660		0.370882
1661		0.832974
1662		0.496684
1663		0.892450
1664		0.342654
1665		0.804106
1666		0.562339
1667		0.878616
1668		0.380735
1669		0.841710
1670		0.475640
1671		0.890371
1672		0.348465
1673		0.810513
1674		0.548281
1675		0.884168
1676		0.365617
1677		0.828021
1678		0.508371
1679		0.892240
1680		0.343245
1681		0.804768
1682		0.560899
1683		0.879250
1684		0.379021
1685		0.840240
1686		0.479219
1687		0.890948
1688		0.346856
1689		0.808763
1690		0.552149
1691		0.882781
1692		0.369414
1693		0.831613
1694		0.499912
1695		0.892490
1696		0.342544
1697		0.803982
1698		0.562608
1699		0.878497
1700		0.381059
1701		0.841985
1702		0.474969
1703		0.890253
1704		0.348794
1705		0.810869
1706		0.547490
1707		0.884438
1708		0.364875
1709		0.827307
1710		0.510041
1711		0.892130
1712		0.343552
1713		0.805112
1714		0.560151
1715		0.879573
1716		0.378145
1717		0.839481
1718		0.481062
1719		0.891209
1720		0.346126
1721		0.807963
1722		0.553910
1723		0.882115
1724		0.371235
1725		0.833298
1726		0.495912
1727		0.892430
1728		0.342711
1729		0.804170
1730		0.562200
1731		0.878678
1732		0.380568
1733		0.841568
1734		0.475988
1735		0.890431
1736		0.348297
1737		0.810331
1738		0.548683
1739		0.884029
1740		0.365999
1741		0.828386
1742		0.507514
1743		0.892288
1744		0.343109
1745		0.804616
1746		0.561231
1747		0.879105
1748		0.379413
1749		0.840578
1750		0.478398
1751		0.890824
1752		0.347202
1753		0.809142
1754		0.551314
1755		0.883090
1756		0.368571
1757		0.830824
1758		0.501777
1759		0.892478
1760		0.342576
1761		0.804017
1762		0.562531
1763		0.878531
1764		0.380966
1765		0.841906
1766		0.475161
1767		0.890287
1768		0.348699
1769		0.810766
1770		0.547719
1771		0.884361
1772		0.365089
1773		0.827513
1774		0.509560
1775		0.892164
1776		0.343458
1777		0.805006
1778		0.560381
1779		0.879474
1780		0.378413
1781		0.839714
1782		0.480498
1783		0.891132
1784		0.346342
1785		0.808201
1786		0.553388
1787		0.882315
1788		0.370689
1789		0.832795
1790		0.497107
1791		0.892460
1792		0.342628
1793		0.804076
1794		0.562403
1795		0.878588
1796		0.380813
1797		0.841776
1798		0.475479
1799		0.890343
1800		0.348543
1801		0.810597
1802		0.548093
1803		0.884233
1804		0.365440
1805		0.827851
1806		0.508769
1807		0.892215
1808		0.343313
1809		0.804844
1810		0.560733
1811		0.879322
1812		0.378826
1813		0.840072
1814		0.479629
1815		0.891008
1816		0.346688
1817		0.808579
1818		0.552554
1819		0.882630
1820		0.369828
1821		0.831998
1822		0.499000
1823		0.892486
1824		0.342554
1825		0.803993
1826		0.562583
1827		0.878507
1828		0.381029
1829		0.841961
1830		0.475029
1831		0.890264
1832		0.348764
1833		0.810837
1834		0.547562
1835		0.884414
1836		0.364942
1837		0.827372
1838		0.509889
1839		0.892141
1840		0.343522
1841		0.805078
1842		0.560225
1843		0.879541
1844		0.378231
1845		0.839555
1846		0.480881
1847		0.891185
1848		0.346195
1849		0.808039
1850		0.553744
1851		0.882178
1852		0.371061
1853		0.833138
1854		0.496292
1855		0.892441
1856		0.342682
1857		0.804136
1858		0.562272
1859		0.878646
1860		0.380655
1861		0.841642
1862		0.475808
1863		0.890400
