Output for logistic map f(x)=ax(1-x) with a=3 and x0=0.1


iteration	value
495		0.676937
496		0.656079
497		0.676918
498		0.656100
499		0.676898
500		0.656121
501		0.676878
502		0.656142
503		0.676859
504		0.656163
505		0.676840
506		0.656183
507		0.676820
508		0.656204
509		0.676801
510		0.656224
511		0.676782
512		0.656244
513		0.676763
514		0.656264
515		0.676744
516		0.656284
517		0.676726
518		0.656304
519		0.676707
520		0.656324
521		0.676689
522		0.656343
523		0.676670
524		0.656363
525		0.676652
526		0.656382
527		0.676634
528		0.656402
529		0.676616
530		0.656421
531		0.676598
532		0.656440
533		0.676580
534		0.656459
535		0.676562
536		0.656478
537		0.676544
538		0.656496
539		0.676527
540		0.656515
541		0.676509
542		0.656534
543		0.676492
544		0.656552
545		0.676474
546		0.656570
547		0.676457
548		0.656589
549		0.676440
550		0.656607
551		0.676423
552		0.656625
553		0.676406
554		0.656643
555		0.676389
556		0.656661
557		0.676372
558		0.656678
559		0.676356
560		0.656696
561		0.676339
562		0.656714
563		0.676323
564		0.656731
565		0.676306
566		0.656748
567		0.676290
568		0.656766
569		0.676274
570		0.656783
571		0.676257
572		0.656800
573		0.676241
574		0.656817
575		0.676225
576		0.656834
577		0.676209
578		0.656851
579		0.676193
580		0.656868
581		0.676178
582		0.656884
583		0.676162
584		0.656901
585		0.676146
586		0.656917
587		0.676131
588		0.656934
589		0.676115
590		0.656950
591		0.676100
592		0.656967
593		0.676085
594		0.656983
595		0.676069
596		0.656999
597		0.676054
598		0.657015
599		0.676039
600		0.657031
601		0.676024
602		0.657047
603		0.676009
604		0.657062
605		0.675994
606		0.657078
607		0.675979
608		0.657094
609		0.675965
610		0.657109
611		0.675950
612		0.657125
613		0.675935
614		0.657140
615		0.675921
616		0.657156
617		0.675906
618		0.657171
619		0.675892
620		0.657186
621		0.675878
622		0.657201
623		0.675863
624		0.657216
625		0.675849
626		0.657231
627		0.675835
628		0.657246
629		0.675821
630		0.657261
631		0.675807
632		0.657276
633		0.675793
634		0.657290
635		0.675779
636		0.657305
637		0.675765
638		0.657320
639		0.675752
640		0.657334
641		0.675738
642		0.657349
643		0.675724
644		0.657363
645		0.675711
646		0.657377
647		0.675697
648		0.657391
649		0.675684
650		0.657406
651		0.675670
652		0.657420
653		0.675657
654		0.657434
655		0.675644
656		0.657448
657		0.675631
658		0.657462
659		0.675618
660		0.657475
661		0.675604
662		0.657489
663		0.675591
664		0.657503
665		0.675578
666		0.657517
667		0.675566
668		0.657530
669		0.675553
670		0.657544
671		0.675540
672		0.657557
673		0.675527
674		0.657571
675		0.675514
676		0.657584
677		0.675502
678		0.657597
679		0.675489
680		0.657611
681		0.675477
682		0.657624
683		0.675464
684		0.657637
685		0.675452
686		0.657650
687		0.675439
688		0.657663
689		0.675427
690		0.657676
691		0.675415
692		0.657689
693		0.675403
694		0.657702
695		0.675391
696		0.657715
697		0.675378
698		0.657727
699		0.675366
700		0.657740
701		0.675354
702		0.657753
703		0.675342
704		0.657765
705		0.675330
706		0.657778
707		0.675319
708		0.657790
709		0.675307
710		0.657803
711		0.675295
712		0.657815
713		0.675283
714		0.657827
715		0.675272
716		0.657840
717		0.675260
718		0.657852
719		0.675248
720		0.657864
721		0.675237
722		0.657876
723		0.675225
724		0.657888
725		0.675214
726		0.657900
727		0.675203
728		0.657912
729		0.675191
730		0.657924
731		0.675180
732		0.657936
733		0.675169
734		0.657948
735		0.675158
736		0.657959
737		0.675146
738		0.657971
739		0.675135
740		0.657983
741		0.675124
742		0.657994
743		0.675113
744		0.658006
745		0.675102
746		0.658018
747		0.675091
748		0.658029
749		0.675080
750		0.658041
751		0.675070
752		0.658052
753		0.675059
754		0.658063
755		0.675048
756		0.658075
757		0.675037
758		0.658086
759		0.675027
760		0.658097
761		0.675016
762		0.658108
763		0.675005
764		0.658119
765		0.674995
766		0.658131
767		0.674984
768		0.658142
769		0.674974
770		0.658153
771		0.674963
772		0.658164
773		0.674953
774		0.658175
775		0.674942
776		0.658185
777		0.674932
778		0.658196
779		0.674922
780		0.658207
781		0.674912
782		0.658218
783		0.674901
784		0.658229
785		0.674891
786		0.658239
787		0.674881
788		0.658250
789		0.674871
790		0.658260
791		0.674861
792		0.658271
793		0.674851
794		0.658282
795		0.674841
796		0.658292
797		0.674831
798		0.658302
799		0.674821
800		0.658313
801		0.674811
802		0.658323
803		0.674801
804		0.658334
805		0.674791
806		0.658344
807		0.674782
808		0.658354
809		0.674772
810		0.658364
811		0.674762
812		0.658374
813		0.674753
814		0.658385
815		0.674743
816		0.658395
817		0.674733
818		0.658405
819		0.674724
820		0.658415
821		0.674714
822		0.658425
823		0.674705
824		0.658435
825		0.674695
826		0.658445
827		0.674686
828		0.658454
829		0.674677
830		0.658464
831		0.674667
832		0.658474
833		0.674658
834		0.658484
835		0.674649
836		0.658494
837		0.674639
838		0.658503
839		0.674630
840		0.658513
841		0.674621
842		0.658523
843		0.674612
844		0.658532
845		0.674603
846		0.658542
847		0.674593
848		0.658551
849		0.674584
850		0.658561
851		0.674575
852		0.658570
853		0.674566
854		0.658580
855		0.674557
856		0.658589
857		0.674548
858		0.658599
859		0.674539
860		0.658608
861		0.674531
862		0.658617
863		0.674522
864		0.658626
865		0.674513
866		0.658636
867		0.674504
868		0.658645
869		0.674495
870		0.658654
871		0.674487
872		0.658663
873		0.674478
874		0.658672
875		0.674469
876		0.658681
877		0.674461
878		0.658691
879		0.674452
880		0.658700
881		0.674443
882		0.658709
883		0.674435
884		0.658718
885		0.674426
886		0.658726
887		0.674418
888		0.658735
889		0.674409
890		0.658744
891		0.674401
892		0.658753
893		0.674392
894		0.658762
895		0.674384
896		0.658771
897		0.674376
898		0.658779
899		0.674367
900		0.658788
901		0.674359
902		0.658797
903		0.674351
904		0.658806
905		0.674342
906		0.658814
907		0.674334
908		0.658823
909		0.674326
910		0.658831
911		0.674318
912		0.658840
913		0.674310
914		0.658848
915		0.674302
916		0.658857
917		0.674293
918		0.658865
919		0.674285
920		0.658874
921		0.674277
922		0.658882
923		0.674269
924		0.658891
925		0.674261
926		0.658899
927		0.674253
928		0.658907
929		0.674245
930		0.658916
931		0.674237
932		0.658924
933		0.674230
934		0.658932
935		0.674222
936		0.658940
937		0.674214
938		0.658949
939		0.674206
940		0.658957
941		0.674198
942		0.658965
943		0.674190
944		0.658973
945		0.674183
946		0.658981
947		0.674175
948		0.658989
949		0.674167
950		0.658997
951		0.674160
952		0.659005
953		0.674152
954		0.659013
955		0.674144
956		0.659021
957		0.674137
958		0.659029
959		0.674129
960		0.659037
961		0.674121
962		0.659045
963		0.674114
964		0.659053
965		0.674106
966		0.659061
967		0.674099
968		0.659069
969		0.674091
970		0.659077
971		0.674084
972		0.659084
973		0.674077
974		0.659092
975		0.674069
976		0.659100
977		0.674062
978		0.659107
979		0.674054
980		0.659115
981		0.674047
982		0.659123
983		0.674040
984		0.659130
985		0.674032
986		0.659138
987		0.674025
988		0.659146
989		0.674018
990		0.659153
991		0.674011
992		0.659161
993		0.674004
994		0.659168
995		0.673996
996		0.659176
997		0.673989
998		0.659183
999		0.673982
1000		0.659191
